segment,antecedents_str,consequents_str,support,confidence,lift,revenue_weight
Champions,85123A,21181,0.030923146884947704,0.13385826771653542,1.4016872890888636,0.9202105033351868
Champions,21181,85123A,0.030923146884947704,0.3238095238095238,1.4016872890888639,0.9202105033351868
Champions,85123A,84879,0.03456116416552979,0.14960629921259844,1.628634910735168,0.9452859129133983
Champions,84879,85123A,0.03456116416552979,0.3762376237623763,1.628634910735168,0.9452859129133983
Champions,84879,21754,0.020009095043201454,0.2178217821782178,2.5343391482005337,0.8618017549348397
Champions,21754,84879,0.020009095043201454,0.23280423280423276,2.5343391482005337,0.8618017549348397
Champions,85123A,21754,0.031832651205093224,0.13779527559055116,1.6032370953630792,0.9165158420214414
Champions,21754,85123A,0.031832651205093224,0.37037037037037035,1.6032370953630795,0.9165158420214414
Champions,22111,21485,0.035925420645748066,0.4488636363636364,5.0618006993007,0.8197519810113139
Champions,21485,22111,0.035925420645748066,0.40512820512820513,5.0618006993007,0.8197519810113139
Champions,22111,85123A,0.02592087312414734,0.3238636363636364,1.401921528274875,0.9105547926993849
Champions,22111,84029E,0.02364711232378354,0.2954545454545455,3.650025536261492,0.8179409868783806
Champions,84029E,22111,0.02364711232378354,0.29213483146067415,3.6500255362614915,0.8179409868783806
Champions,21754,21755,0.03456116416552979,0.40211640211640215,5.895026455026455,0.8203750310880662
Champions,21755,21754,0.03456116416552979,0.5066666666666667,5.895026455026455,0.8203750310880662
Champions,85123A,21755,0.030923146884947704,0.13385826771653542,1.9623622047244091,0.9038591890666248
Champions,21755,85123A,0.030923146884947704,0.45333333333333337,1.9623622047244096,0.9038591890666248
Champions,21754,21756,0.02455661664392906,0.2857142857142857,7.059390048154093,0.7782629706837418
Champions,21756,21754,0.02455661664392906,0.6067415730337079,7.059390048154093,0.7782629706837418
Champions,21755,21756,0.020463847203274217,0.30000000000000004,7.412359550561799,0.7656063177289252
Champions,21756,21755,0.020463847203274217,0.5056179775280899,7.412359550561798,0.7656063177289252
Champions,22294,85123A,0.020918599363346977,0.5348837209302327,2.3153726423731924,0.8965233517720872
Champions,22138,22139,0.021828103683492497,0.27906976744186046,4.649048625792812,0.8138093789474223
Champions,22139,22138,0.021828103683492497,0.3636363636363636,4.649048625792812,0.8138093789474223
Champions,85232B,85123A,0.0241018644838563,0.4380165289256199,1.8960597384004687,0.891763751682818
Champions,85150,21181,0.021828103683492497,0.4485981308411215,4.697463284379173,0.7866721382702226
Champions,21181,85150,0.021828103683492497,0.22857142857142856,4.697463284379173,0.7866721382702226
Champions,21175,85150,0.021828103683492497,0.2891566265060241,5.942574034455579,0.7681998695156285
Champions,85150,21175,0.021828103683492497,0.4485981308411215,5.942574034455578,0.7681998695156285
Champions,21929,85099B,0.034106412005457026,0.5952380952380952,4.513546798029557,0.8659665811743781
Champions,85099B,21929,0.034106412005457026,0.25862068965517243,4.513546798029557,0.8659665811743781
Champions,21929,85099F,0.0241018644838563,0.4206349206349207,6.46836496836497,0.8236646268396431
Champions,85099F,21929,0.0241018644838563,0.3706293706293707,6.46836496836497,0.8236646268396431
Champions,21929,21931,0.022282855843565257,0.3888888888888889,4.971899224806202,0.8174037250446626
Champions,21931,21929,0.022282855843565257,0.28488372093023256,4.971899224806202,0.8174037250446626
Champions,20725,85099B,0.03137789904502047,0.33495145631067963,2.53985604285236,0.8752218292351108
Champions,85099B,20725,0.03137789904502047,0.23793103448275862,2.53985604285236,0.8752218292351108
Champions,20725,85123A,0.02592087312414734,0.2766990291262136,1.197758198914456,0.9159575311854876
Champions,20725,21212,0.0241018644838563,0.25728155339805825,1.992120196909613,0.8325563616554897
Champions,21212,20725,0.0241018644838563,0.18661971830985916,1.992120196909613,0.8325563616554897
Champions,85123A,21485,0.030923146884947704,0.13385826771653542,1.5095093882495456,0.909197188311929
Champions,21485,85123A,0.030923146884947704,0.34871794871794876,1.5095093882495458,0.909197188311929
Champions,22111,22114,0.023192360163710776,0.2897727272727273,3.7047106236786473,0.8156513142724044
Champions,22114,22111,0.023192360163710776,0.29651162790697677,3.7047106236786473,0.8156513142724044
Champions,22114,21485,0.021373351523419737,0.2732558139534884,3.0814847942754926,0.8142937098849485
Champions,21485,22114,0.021373351523419737,0.24102564102564103,3.081484794275492,0.8142937098849485
Champions,22114,85123A,0.021373351523419737,0.2732558139534884,1.182853415125435,0.9050965215730196
Champions,22114,84029E,0.02364711232378354,0.3023255813953489,3.7349098510582706,0.8124827157520154
Champions,84029E,22114,0.02364711232378354,0.29213483146067415,3.73490985105827,0.8124827157520154
Champions,20725,20726,0.03865393360618463,0.41262135922330095,6.435137368312332,0.8047094868200009
Champions,20726,20725,0.03865393360618463,0.6028368794326241,6.435137368312332,0.8047094868200009
Champions,20726,85123A,0.020009095043201454,0.31205673758865243,1.3508125314122965,0.8887519556345133
Champions,20725,20728,0.03774442928603911,0.4029126213592233,6.514741576242147,0.8052395065563818
Champions,20728,20725,0.03774442928603911,0.6102941176470589,6.514741576242148,0.8052395065563818
Champions,20728,20726,0.026830377444292862,0.4338235294117648,6.765801001251566,0.7780339310054074
Champions,20726,20728,0.026830377444292862,0.4184397163120568,6.765801001251565,0.7780339310054074
Champions,85099B,20728,0.021828103683492497,0.16551724137931034,2.676267748478702,0.8485462734205172
Champions,20728,85099B,0.021828103683492497,0.3529411764705882,2.6762677484787014,0.8485462734205172
Champions,"20725, 20728",20726,0.020918599363346977,0.5542168674698795,8.643424762881313,0.7959943081272632
Champions,"20725, 20726",20728,0.020918599363346977,0.5411764705882354,8.750346020761247,0.7959943081272632
Champions,"20726, 20728",20725,0.020918599363346977,0.7796610169491525,8.322692117821292,0.7959943081272632
Champions,20725,"20726, 20728",0.020918599363346977,0.22330097087378642,8.322692117821294,0.7959943081272632
Champions,20728,"20725, 20726",0.020918599363346977,0.3382352941176471,8.750346020761246,0.7959943081272632
Champions,20726,"20725, 20728",0.020918599363346977,0.3262411347517731,8.643424762881313,0.7959943081272632
Champions,20725,22356,0.02364711232378354,0.2524271844660194,4.269902912621359,0.7721567112006231
Champions,22356,20725,0.02364711232378354,0.4000000000000001,4.26990291262136,0.7721567112006231
Champions,22112,22114,0.03365165984538426,0.5826771653543307,7.449459805896356,0.8048343895351913
Champions,22114,22112,0.03365165984538426,0.4302325581395349,7.449459805896357,0.8048343895351913
Champions,22111,22112,0.02455661664392906,0.3068181818181819,5.312544738725842,0.8102926606615566
Champions,22112,22111,0.02455661664392906,0.42519685039370075,5.312544738725841,0.8102926606615566
Champions,22112,21485,0.020918599363346977,0.36220472440944884,4.084554815263477,0.8089350562741007
Champions,21485,22112,0.020918599363346977,0.23589743589743595,4.084554815263477,0.8089350562741007
Champions,22112,85123A,0.020009095043201454,0.34645669291338577,1.4997209994419987,0.8997378679621717
Champions,21217,85123A,0.020918599363346977,0.368,1.592976377952756,0.9015867684152492
Champions,22356,20724,0.03228740336516599,0.5461538461538462,10.008269230769232,0.7210742204923155
Champions,20724,22356,0.03228740336516599,0.5916666666666666,10.00826923076923,0.7210742204923155
Champions,20725,20724,0.020009095043201454,0.2135922330097087,3.9140776699029116,0.7808325716626676
Champions,20724,20725,0.020009095043201454,0.3666666666666666,3.9140776699029116,0.7808325716626676
Champions,21929,21928,0.031832651205093224,0.5555555555555556,10.716374269005849,0.8137479538367097
Champions,21928,21929,0.031832651205093224,0.6140350877192983,10.716374269005849,0.8137479538367097
Champions,85099B,21928,0.0286493860845839,0.21724137931034482,4.190471869328493,0.866309968761578
Champions,21928,85099B,0.0286493860845839,0.5526315789473684,4.190471869328493,0.866309968761578
Champions,85099F,21928,0.021828103683492497,0.33566433566433573,6.474788369525213,0.824008014426843
Champions,21928,85099F,0.021828103683492497,0.42105263157894735,6.4747883695252115,0.824008014426843
Champions,85099B,21212,0.02819463392451114,0.21379310344827585,1.6553909664885864,0.8758631285196252
Champions,21212,85099B,0.02819463392451114,0.21830985915492956,1.6553909664885866,0.8758631285196252
Champions,21232,21212,0.021373351523419737,0.20085470085470086,1.5552094618996026,0.8354724555793046
Champions,21212,21232,0.021373351523419737,0.16549295774647887,1.5552094618996029,0.8354724555793046
Champions,21232,85123A,0.03456116416552979,0.32478632478632485,1.4059156067030085,0.9188736251093025
Champions,85123A,21232,0.03456116416552979,0.14960629921259844,1.4059156067030083,0.9188736251093025
Champions,84991,21212,0.05184174624829468,0.59375,4.597381161971831,0.814049045108296
Champions,21212,84991,0.05184174624829468,0.4014084507042253,4.597381161971831,0.814049045108296
Champions,21232,84991,0.021373351523419737,0.20085470085470086,2.3004139957264957,0.8163238397475963
Champions,84991,21232,0.021373351523419737,0.24479166666666666,2.3004139957264957,0.8163238397475963
Champions,84997B,84991,0.022282855843565257,0.24747474747474746,2.834359217171717,0.8518085972628607
Champions,84991,84997B,0.022282855843565257,0.2552083333333333,2.8343592171717167,0.8518085972628607
Champions,84991,85123A,0.02455661664392906,0.28125,1.2174581692913384,0.8974502146382939
Champions,85123A,82494L,0.036834924965893585,0.15944881889763776,2.08707114735658,0.9069929906286027
Champions,82494L,85123A,0.036834924965893585,0.4821428571428571,2.08707114735658,0.9069929906286027
Champions,82486,85123A,0.0241018644838563,0.45299145299145305,1.960882293559459,0.9086244858317651
Champions,84997B,21212,0.02455661664392906,0.2727272727272727,2.1117157490396923,0.8709572130945691
